evaluation,hypervolume
0,0.253825207506
2,0.25865173626
7,0.262254535874
8,0.264939034642
9,0.264941602637
11,0.26494292552
13,0.265960450949
17,0.268136752116
18,0.270586125845
21,0.274441298784
25,0.275074465856
31,0.276083259177
42,0.277228824971
44,0.278241220324
45,0.280740388546
46,0.280780748094
48,0.280951753166
49,0.282893869206
50,0.284444126307
52,0.286516899082
57,0.288740396807
60,0.288761607904
61,0.288860667695
65,0.2912068217
66,0.293058263005
71,0.294729775481
72,0.296474436601
75,0.296496254113
76,0.300562107331
80,0.300597380775
84,0.301137931368
85,0.302577137492
89,0.302644933873
95,0.302660833242
103,0.302661175914
104,0.306307249555
107,0.306312621018
109,0.306882029975
111,0.311935158729
115,0.313454094189
118,0.316657035936
119,0.316681816379
122,0.316711335687
142,0.316727044064
146,0.31679417617
150,0.316814975594
154,0.316821421122
160,0.318939602584
163,0.318985184762
164,0.319089041671
165,0.319105006133
167,0.319115272257
169,0.319130747592
170,0.320911273963
175,0.321066822363
177,0.321317412884
180,0.321670305123
183,0.321823948648
186,0.32183019839
187,0.32183072778
190,0.321838462301
192,0.325368041041
193,0.325433315791
194,0.326638423098
195,0.32767728034
199,0.32769100523
201,0.327697514255
202,0.33115283329
205,0.331174918762
207,0.331191821177
208,0.331197764351
214,0.331281321673
215,0.331282597166
219,0.331287763006
220,0.3313222752
223,0.33132364242
228,0.33132471507
233,0.331345287292
244,0.332298093939
245,0.332307783922
251,0.33230791993
253,0.332398759867
254,0.332439447391
255,0.332443408883
259,0.332469812225
260,0.334987898791
261,0.335005810348
263,0.335015579033
264,0.335020133825
268,0.335084357456
270,0.336327425531
273,0.336328648062
274,0.336346653122
278,0.336360402582
281,0.336369296541
282,0.336401863039
283,0.336529614132
287,0.336536672056
288,0.336540872654
289,0.336549697498
290,0.337196390271
295,0.3372079791
297,0.337226777937
302,0.3373296174
303,0.337333234179
313,0.337478101819
315,0.337703422146
318,0.337728342321
323,0.337735723635
327,0.337816815298
332,0.337869380913
337,0.340070166259
340,0.340692622532
341,0.343809035666
344,0.343820052546
345,0.343852542034
359,0.343859924046
361,0.343864067249
362,0.343864234869
363,0.343877746561
373,0.34522013591
376,0.345360671965
377,0.345404314131
382,0.349689414853
387,0.349691761932
394,0.349693545193
397,0.351589314975
398,0.351593158713
400,0.351772459774
402,0.351869083816
407,0.35187920278
411,0.351879798212
414,0.351883979671
417,0.351884092131
419,0.351901206062
420,0.351910063478
422,0.351923397648
425,0.351924314778
429,0.351926100572
432,0.351947409329
433,0.351950316438
439,0.352938215188
445,0.352949645618
446,0.352969759129
447,0.354113067394
452,0.354113076865
460,0.354117021427
468,0.354117667648
470,0.354118608462
471,0.354119441379
473,0.354128525676
475,0.354139160792
477,0.354952161357
478,0.354961365745
481,0.354967983273
485,0.355064557532
486,0.355067586115
494,0.357875059273
495,0.357879879996
496,0.35788148516
497,0.357886700094
500,0.358888987252
508,0.358984927371
509,0.359009640397
510,0.359009766608
512,0.359058689546
514,0.359061609347
515,0.359078309515
520,0.359087784377
523,0.362194859406
532,0.36351569973
537,0.363564947467
542,0.363566829735
545,0.363607123413
556,0.363629609615
557,0.36362961306
558,0.363680054053
577,0.363697932245
578,0.363702598249
582,0.363704273068
583,0.363705429382
589,0.364583981757
590,0.364585379844
591,0.364601082457
593,0.364713582503
598,0.364713614316
599,0.364717598595
600,0.364723269279
603,0.364726019619
611,0.364726466947
616,0.364726840475
620,0.364727538438
628,0.364731897887
630,0.364739711191
632,0.364798524027
645,0.364823564236
648,0.364828436663
652,0.3648673078
658,0.364874145675
684,0.36487532831
689,0.36488515753
695,0.364933623591
703,0.364933942404
704,0.364976138841
706,0.364978520349
708,0.364979314801
712,0.364980272362
715,0.365019185055
718,0.365019558307
731,0.368105485262
740,0.368110813665
741,0.368154267894
746,0.368181794672
747,0.368197463545
748,0.368199601881
752,0.368224224825
756,0.370679810866
769,0.370697632673
771,0.370743964169
776,0.373537796107
778,0.373570159646
779,0.37357874541
787,0.373596901448
790,0.373598190903
798,0.373629963312
800,0.373634224037
801,0.373634865433
803,0.373687759157
804,0.373719096213
806,0.373720377719
807,0.3737542702
812,0.373755873258
833,0.373758563604
852,0.373784369508
854,0.373787104588
858,0.373787166968
866,0.373804891488
872,0.373819981913
873,0.373820251407
880,0.373831772076
895,0.373833800415
900,0.373848321942
901,0.37441963139
902,0.374459919148
905,0.374482132609
907,0.374489135718
911,0.374538060805
912,0.374620269637
913,0.374642530666
914,0.374682635172
916,0.374689899879
920,0.374703009367
934,0.374707714477
940,0.374710043279
941,0.374713459153
951,0.374747292612
955,0.374768795065
956,0.374807315175
958,0.374812207891
961,0.374870409755
962,0.374882075385
967,0.374916615974
968,0.374939733761
972,0.374942021974
984,0.376593679229
986,0.376600256933
989,0.37660325484
991,0.376657108676
