evaluation,hypervolume
0,0.246768796852
3,0.248941189959
4,0.25490495
6,0.261370905511
11,0.263427102184
19,0.265912971825
21,0.270252976962
25,0.276674546232
28,0.276686408508
35,0.27670749234
38,0.278426438998
41,0.278450207858
45,0.27847041502
47,0.284669251984
50,0.285116726342
54,0.285141010362
56,0.285141333998
58,0.288101873746
60,0.288377762085
61,0.288480389118
67,0.296805928257
68,0.297332527774
69,0.297337567379
70,0.29734781106
71,0.297399289965
74,0.301410392318
76,0.301445068662
78,0.301448023773
80,0.301486086828
87,0.301512425049
90,0.30158785527
95,0.301601515863
101,0.301830797268
102,0.30187193809
105,0.302002361275
108,0.302019318521
109,0.302021436761
115,0.30211664178
124,0.302237652692
126,0.302326952289
128,0.313702966364
131,0.313799955041
133,0.314012579295
135,0.314020753125
139,0.314099996485
140,0.316374497866
149,0.316399071428
150,0.316441181017
151,0.319193554299
152,0.319206579489
155,0.319214215314
156,0.31921518262
158,0.322581512369
159,0.322630381186
160,0.322710415223
171,0.322736379743
174,0.32274754437
182,0.322751084018
189,0.322755092133
193,0.322767944954
194,0.322965519322
196,0.323029589809
200,0.323029976818
203,0.32318002579
205,0.323287332234
210,0.323308452043
211,0.3253754117
213,0.329561692132
214,0.329770280095
217,0.329812420887
218,0.333638558679
219,0.333640357042
222,0.333675600778
224,0.333681757569
226,0.333699713365
228,0.333812264921
229,0.333873066537
233,0.333875520512
237,0.338040722854
241,0.338076407094
250,0.338112072387
258,0.338119984075
265,0.338304234096
273,0.338318152365
280,0.338344440114
281,0.33849526436
283,0.338501177005
284,0.33850561958
296,0.338508209745
298,0.338569905139
301,0.338593941096
307,0.338638620163
308,0.338866795028
311,0.339035197977
315,0.339048188359
325,0.339081478872
333,0.339092988974
334,0.339125824604
335,0.339127069005
336,0.343088998011
339,0.343107655686
341,0.343110525895
345,0.345849665108
346,0.345867620447
347,0.345963839198
348,0.345968616501
351,0.346087207909
352,0.34617242236
354,0.346201270459
355,0.34621374221
358,0.346222523722
359,0.346243921968
368,0.346252831213
370,0.346516530841
371,0.346523092571
373,0.346532722028
380,0.346567616801
384,0.346568118768
388,0.346601159259
389,0.346632801151
408,0.346881442148
414,0.346883022997
416,0.347097235209
420,0.347202219757
425,0.347205424152
428,0.347345894413
