evaluation,generation,hypervolume
0,0,0.240367494336
1,0,0.276566851422
6,0,0.279405982425
7,0,0.294707853413
25,0,0.299458674869
35,0,0.299801607886
41,0,0.299828570447
46,0,0.305178649168
59,0,0.305454118675
64,1,0.31850925706
65,1,0.318541275949
70,2,0.318729418421
96,4,0.318730356566
117,6,0.318767687035
119,6,0.318807364239
134,8,0.31886843804
153,10,0.319217328299
214,16,0.319251663922
278,22,0.31927796446
292,24,0.319283884159
294,24,0.320030614563
306,25,0.320361931129
360,31,0.32077287867
374,32,0.33461570379
421,37,0.334716249821
422,37,0.334791861951
439,38,0.334802318759
651,60,0.335290497627
828,77,0.338034840088
1059,100,0.338143572769
1147,109,0.338171999756
1389,133,0.338188969073
1554,150,0.338213201832
1561,151,0.338289587033
1623,157,0.339024058273
1892,184,0.339027627886
1920,187,0.339226566358
1931,188,0.339320759064
2325,227,0.342624589308
2478,242,0.342807491011
2783,273,0.342816225829
2860,281,0.342857324903
3041,299,0.342858680637
3497,344,0.342867932966
4086,403,0.343641741403
4236,418,0.343740695554
4414,436,0.343815166946
4469,441,0.343836643601
4698,464,0.343859851129
6226,617,0.34386100064
6262,621,0.34387032311
7168,711,0.344066942013
7758,770,0.351312369082
7873,782,0.351313179748
11254,1120,0.351315401879
11680,1163,0.351420750351
12420,1237,0.351450655526
12720,1267,0.35145077563
12979,1292,0.351452388246
13268,1321,0.351468688808
13405,1335,0.353234227505
13496,1344,0.353263989027
14614,1456,0.353267358538
14975,1492,0.353268528641
15986,1593,0.353342029536
16158,1610,0.35334420703
17331,1728,0.353413197016
17452,1740,0.353413722469
19230,1918,0.355001130698
20352,2030,0.355003392961
21060,2101,0.359354218538
21737,2168,0.359359393908
22309,2225,0.359368950519
22915,2286,0.359368971784
23519,2346,0.359369757613
24207,2415,0.359382155902
24341,2429,0.359403667414
24910,2486,0.359418446572
24941,2489,0.359446362643
25749,2569,0.360852624528
26396,2634,0.360864417721
26504,2645,0.360864513295
26728,2667,0.361473685988
26970,2692,0.361515443331
28614,2856,0.361747367456
30256,3020,0.361765566059
33260,3321,0.361767750712
33288,3323,0.361802343174
35286,3523,0.361804536291
44179,4412,0.361867125378
47211,4716,0.361897697077
50815,5076,0.366515782639
52059,5200,0.36673994881
52485,5243,0.366870248194
54129,5407,0.366932272926
54272,5422,0.366934644914
56927,5687,0.367216621927
58658,5860,0.369617739873
58975,5892,0.369618374871
64962,6491,0.369742365165
69887,6983,0.369764502203
73016,7296,0.369776639001
75476,7542,0.369776829802
76703,7665,0.3699865835
87608,8755,0.370018234826
97652,9760,0.370021043563
100000,9995,0.370021043563
