evaluation,hypervolume
0,0.00633101867089
2,0.00648443249691
3,0.00688139274713
4,0.00696563360449
5,0.00696653827023
9,0.00696971477459
11,0.00697123949369
12,0.00714311539209
13,0.00714312130229
14,0.00719210003568
16,0.00721816518726
17,0.00731943622782
18,0.00760671308301
19,0.00764708921149
20,0.00770757969213
21,0.00785904937482
23,0.00792368350348
24,0.00796561190698
27,0.00796924122036
28,0.00820833982587
30,0.00821164982328
32,0.00821312612228
33,0.00821600417602
34,0.00822028437083
36,0.00822028437446
37,0.0082231470806
39,0.00823101604793
40,0.00836704221496
42,0.0083881745596
43,0.00842422021418
44,0.00842469978596
45,0.00850927845281
46,0.00851456943738
47,0.00852026855754
49,0.00852112253143
51,0.00866156927842
52,0.00866251100835
54,0.00866252067312
55,0.00874547725356
57,0.00874549488264
58,0.00876293978009
59,0.0087629533323
60,0.00885354912702
63,0.00885976137776
65,0.00885977540313
66,0.00886042391973
67,0.00892287862765
69,0.00893741559478
72,0.00894004919654
73,0.00910028991969
75,0.00910102177622
77,0.00910104484555
78,0.00932013667059
81,0.00932014784956
82,0.00932299925078
83,0.00932405323526
84,0.00932615593992
85,0.00937098365135
86,0.00937098369722
87,0.00937323817155
88,0.00937323822414
93,0.00938237310351
95,0.00938237353635
96,0.00938239594648
97,0.00938239809483
99,0.00938259836772
101,0.00940098356183
102,0.00940098370109
105,0.00940187473949
106,0.00940281932056
107,0.00940467534551
109,0.00940467546086
111,0.00941117341813
112,0.00941117389433
113,0.00941252434057
115,0.0095053134798
116,0.0095559019896
118,0.0095568204859
119,0.00955801430219
120,0.00960070323839
121,0.00960870085788
122,0.00960881494292
123,0.00960897500056
124,0.00960908117667
125,0.00960917088695
126,0.0096549013729
127,0.00968486171869
130,0.00968486259849
132,0.00968486259864
133,0.00968728543328
134,0.00968753636929
137,0.00968973711885
138,0.00968973720249
139,0.00969222046337
140,0.00985573127812
141,0.00989160330233
142,0.00989160330235
143,0.00991612972975
147,0.0099216035387
149,0.00992161766972
150,0.00992161809709
153,0.00992190263783
155,0.00992206630588
156,0.00992210837484
158,0.0099221083876
159,0.00992217555239
161,0.00992265334504
162,0.00992266101537
163,0.00992268235269
165,0.00992313160555
167,0.00992314524775
168,0.00992342563128
169,0.00992343454056
170,0.00992346093883
171,0.00992346093928
172,0.00992382942987
174,0.00992530134119
175,0.00996540871931
176,0.00996549751142
177,0.00996556846343
178,0.00996570387391
179,0.00996570390033
181,0.00996571380028
182,0.00996676085875
183,0.0101121532176
184,0.0101121625156
186,0.0101121626909
187,0.0101125495288
189,0.0101589209454
190,0.0101589210582
191,0.0103110540786
192,0.0104125624107
